"Area_Name","Area_Code","Area_Type","Sex","Age_group","Age_band_type","Year","Population","Data_type"
"Arun","E07000224","District","Female","65-69 years","5 years","2034",8262,"Projected - ONS"
"Arun","E07000224","District","Female","70-74 years","5 years","2034",7895,"Projected - ONS"
"Arun","E07000224","District","Female","75-79 years","5 years","2034",6515,"Projected - ONS"
"Arun","E07000224","District","Female","80-84 years","5 years","2034",5286,"Projected - ONS"
"Arun","E07000224","District","Female","85-89 years","5 years","2034",4462,"Projected - ONS"
"Arun","E07000224","District","Female","90+ years","5 years","2034",2609,"Projected - ONS"
"Arun","E07000224","District","Male","0-4 years","5 years","2034",4041,"Projected - ONS"
"Arun","E07000224","District","Male","10-14 years","5 years","2034",4525,"Projected - ONS"
"Arun","E07000224","District","Male","15-19 years","5 years","2034",4555,"Projected - ONS"
"Arun","E07000224","District","Male","20-24 years","5 years","2034",4221,"Projected - ONS"
"Arun","E07000224","District","Male","25-29 years","5 years","2034",3978,"Projected - ONS"
"Arun","E07000224","District","Male","30-34 years","5 years","2034",3655,"Projected - ONS"
"Arun","E07000224","District","Male","35-39 years","5 years","2034",4164,"Projected - ONS"
"Arun","E07000224","District","Male","40-44 years","5 years","2034",4626,"Projected - ONS"
"Arun","E07000224","District","Male","45-49 years","5 years","2034",4727,"Projected - ONS"
"Arun","E07000224","District","Male","5-9 years","5 years","2034",4349,"Projected - ONS"
"Arun","E07000224","District","Male","50-54 years","5 years","2034",4884,"Projected - ONS"
"Arun","E07000224","District","Male","55-59 years","5 years","2034",4920,"Projected - ONS"
"Arun","E07000224","District","Male","60-64 years","5 years","2034",6040,"Projected - ONS"
"Arun","E07000224","District","Male","65-69 years","5 years","2034",7205,"Projected - ONS"
"Arun","E07000224","District","Male","70-74 years","5 years","2034",6957,"Projected - ONS"
"Arun","E07000224","District","Male","75-79 years","5 years","2034",5642,"Projected - ONS"
"Arun","E07000224","District","Male","80-84 years","5 years","2034",4428,"Projected - ONS"
"Arun","E07000224","District","Male","85-89 years","5 years","2034",3520,"Projected - ONS"
"Arun","E07000224","District","Male","90+ years","5 years","2034",1701,"Projected - ONS"
"Chichester","E07000225","District","Female","0-4 years","5 years","2034",2722,"Projected - ONS"
"Chichester","E07000225","District","Female","10-14 years","5 years","2034",3188,"Projected - ONS"
"Chichester","E07000225","District","Female","15-19 years","5 years","2034",3517,"Projected - ONS"
"Chichester","E07000225","District","Female","20-24 years","5 years","2034",3609,"Projected - ONS"
"Chichester","E07000225","District","Female","25-29 years","5 years","2034",2641,"Projected - ONS"
"Chichester","E07000225","District","Female","30-34 years","5 years","2034",2450,"Projected - ONS"
"Chichester","E07000225","District","Female","35-39 years","5 years","2034",2952,"Projected - ONS"
"Chichester","E07000225","District","Female","40-44 years","5 years","2034",3431,"Projected - ONS"
"Chichester","E07000225","District","Female","45-49 years","5 years","2034",3686,"Projected - ONS"
"Chichester","E07000225","District","Female","5-9 years","5 years","2034",3075,"Projected - ONS"
"Chichester","E07000225","District","Female","50-54 years","5 years","2034",4024,"Projected - ONS"
"Chichester","E07000225","District","Female","55-59 years","5 years","2034",4074,"Projected - ONS"
"Chichester","E07000225","District","Female","60-64 years","5 years","2034",4949,"Projected - ONS"
"Chichester","E07000225","District","Female","65-69 years","5 years","2034",5559,"Projected - ONS"
"Chichester","E07000225","District","Female","70-74 years","5 years","2034",5396,"Projected - ONS"
"Chichester","E07000225","District","Female","75-79 years","5 years","2034",4483,"Projected - ONS"
"Chichester","E07000225","District","Female","80-84 years","5 years","2034",3597,"Projected - ONS"
"Chichester","E07000225","District","Female","85-89 years","5 years","2034",3067,"Projected - ONS"
"Chichester","E07000225","District","Female","90+ years","5 years","2034",2040,"Projected - ONS"
"Chichester","E07000225","District","Male","0-4 years","5 years","2034",2914,"Projected - ONS"
"Chichester","E07000225","District","Male","10-14 years","5 years","2034",3422,"Projected - ONS"
"Chichester","E07000225","District","Male","15-19 years","5 years","2034",3682,"Projected - ONS"
"Chichester","E07000225","District","Male","20-24 years","5 years","2034",4135,"Projected - ONS"
"Chichester","E07000225","District","Male","25-29 years","5 years","2034",3115,"Projected - ONS"
"Chichester","E07000225","District","Male","30-34 years","5 years","2034",2663,"Projected - ONS"
"Chichester","E07000225","District","Male","35-39 years","5 years","2034",2863,"Projected - ONS"
"Chichester","E07000225","District","Male","40-44 years","5 years","2034",3186,"Projected - ONS"
"Chichester","E07000225","District","Male","45-49 years","5 years","2034",3361,"Projected - ONS"
"Chichester","E07000225","District","Male","5-9 years","5 years","2034",3265,"Projected - ONS"
"Chichester","E07000225","District","Male","50-54 years","5 years","2034",3693,"Projected - ONS"
"Chichester","E07000225","District","Male","55-59 years","5 years","2034",3750,"Projected - ONS"
"Chichester","E07000225","District","Male","60-64 years","5 years","2034",4542,"Projected - ONS"
"Chichester","E07000225","District","Male","65-69 years","5 years","2034",5060,"Projected - ONS"
"Chichester","E07000225","District","Male","70-74 years","5 years","2034",4744,"Projected - ONS"
"Chichester","E07000225","District","Male","75-79 years","5 years","2034",3902,"Projected - ONS"
"Chichester","E07000225","District","Male","80-84 years","5 years","2034",3065,"Projected - ONS"
"Chichester","E07000225","District","Male","85-89 years","5 years","2034",2388,"Projected - ONS"
"Chichester","E07000225","District","Male","90+ years","5 years","2034",1242,"Projected - ONS"
"Crawley","E07000226","District","Female","0-4 years","5 years","2034",3505,"Projected - ONS"
"Crawley","E07000226","District","Female","10-14 years","5 years","2034",3551,"Projected - ONS"
"Crawley","E07000226","District","Female","15-19 years","5 years","2034",3402,"Projected - ONS"
"Crawley","E07000226","District","Female","20-24 years","5 years","2034",3202,"Projected - ONS"
"Crawley","E07000226","District","Female","25-29 years","5 years","2034",3937,"Projected - ONS"
"Crawley","E07000226","District","Female","30-34 years","5 years","2034",3811,"Projected - ONS"
"Crawley","E07000226","District","Female","35-39 years","5 years","2034",3988,"Projected - ONS"
"Crawley","E07000226","District","Female","40-44 years","5 years","2034",4159,"Projected - ONS"
"Crawley","E07000226","District","Female","45-49 years","5 years","2034",4199,"Projected - ONS"
"Crawley","E07000226","District","Female","5-9 years","5 years","2034",3518,"Projected - ONS"
"Crawley","E07000226","District","Female","50-54 years","5 years","2034",4140,"Projected - ONS"
"Crawley","E07000226","District","Female","55-59 years","5 years","2034",3609,"Projected - ONS"
"Crawley","E07000226","District","Female","60-64 years","5 years","2034",3290,"Projected - ONS"
"Crawley","E07000226","District","Female","65-69 years","5 years","2034",3095,"Projected - ONS"
"Crawley","E07000226","District","Female","70-74 years","5 years","2034",2706,"Projected - ONS"
"Crawley","E07000226","District","Female","75-79 years","5 years","2034",2141,"Projected - ONS"
"Crawley","E07000226","District","Female","80-84 years","5 years","2034",1602,"Projected - ONS"
"Crawley","E07000226","District","Female","85-89 years","5 years","2034",1193,"Projected - ONS"
"Crawley","E07000226","District","Female","90+ years","5 years","2034",618,"Projected - ONS"
"Crawley","E07000226","District","Male","0-4 years","5 years","2034",3703,"Projected - ONS"
"Crawley","E07000226","District","Male","10-14 years","5 years","2034",3875,"Projected - ONS"
"Crawley","E07000226","District","Male","15-19 years","5 years","2034",3939,"Projected - ONS"
"Crawley","E07000226","District","Male","20-24 years","5 years","2034",3667,"Projected - ONS"
"Crawley","E07000226","District","Male","25-29 years","5 years","2034",3890,"Projected - ONS"
"Crawley","E07000226","District","Male","30-34 years","5 years","2034",3869,"Projected - ONS"
"Crawley","E07000226","District","Male","35-39 years","5 years","2034",4248,"Projected - ONS"
"Crawley","E07000226","District","Male","40-44 years","5 years","2034",4370,"Projected - ONS"
"Crawley","E07000226","District","Male","45-49 years","5 years","2034",4306,"Projected - ONS"
"Crawley","E07000226","District","Male","5-9 years","5 years","2034",3809,"Projected - ONS"
"Crawley","E07000226","District","Male","50-54 years","5 years","2034",4248,"Projected - ONS"
"Crawley","E07000226","District","Male","55-59 years","5 years","2034",3664,"Projected - ONS"
"Crawley","E07000226","District","Male","60-64 years","5 years","2034",3456,"Projected - ONS"
"Crawley","E07000226","District","Male","65-69 years","5 years","2034",3059,"Projected - ONS"
"Crawley","E07000226","District","Male","70-74 years","5 years","2034",2584,"Projected - ONS"
"Crawley","E07000226","District","Male","75-79 years","5 years","2034",1927,"Projected - ONS"
"Crawley","E07000226","District","Male","80-84 years","5 years","2034",1315,"Projected - ONS"
"Crawley","E07000226","District","Male","85-89 years","5 years","2034",875,"Projected - ONS"
"Crawley","E07000226","District","Male","90+ years","5 years","2034",427,"Projected - ONS"
"Horsham","E07000227","District","Female","0-4 years","5 years","2034",3480,"Projected - ONS"
"Horsham","E07000227","District","Female","10-14 years","5 years","2034",4553,"Projected - ONS"
"Horsham","E07000227","District","Female","15-19 years","5 years","2034",4194,"Projected - ONS"
"Horsham","E07000227","District","Female","20-24 years","5 years","2034",2760,"Projected - ONS"
"Horsham","E07000227","District","Female","25-29 years","5 years","2034",3169,"Projected - ONS"
"Horsham","E07000227","District","Female","30-34 years","5 years","2034",3253,"Projected - ONS"
"Horsham","E07000227","District","Female","35-39 years","5 years","2034",4129,"Projected - ONS"
"Horsham","E07000227","District","Female","40-44 years","5 years","2034",4762,"Projected - ONS"
"Horsham","E07000227","District","Female","45-49 years","5 years","2034",5051,"Projected - ONS"
"Horsham","E07000227","District","Female","5-9 years","5 years","2034",4044,"Projected - ONS"
"Horsham","E07000227","District","Female","50-54 years","5 years","2034",5199,"Projected - ONS"
"Horsham","E07000227","District","Female","55-59 years","5 years","2034",5049,"Projected - ONS"
"Horsham","E07000227","District","Female","60-64 years","5 years","2034",5414,"Projected - ONS"
"Horsham","E07000227","District","Female","65-69 years","5 years","2034",5949,"Projected - ONS"
"Horsham","E07000227","District","Female","70-74 years","5 years","2034",5575,"Projected - ONS"
"Horsham","E07000227","District","Female","75-79 years","5 years","2034",4547,"Projected - ONS"
"Horsham","E07000227","District","Female","80-84 years","5 years","2034",3781,"Projected - ONS"
"Horsham","E07000227","District","Female","85-89 years","5 years","2034",3103,"Projected - ONS"
"Horsham","E07000227","District","Female","90+ years","5 years","2034",1869,"Projected - ONS"
"Horsham","E07000227","District","Male","0-4 years","5 years","2034",3588,"Projected - ONS"
"Horsham","E07000227","District","Male","10-14 years","5 years","2034",4625,"Projected - ONS"
"Horsham","E07000227","District","Male","15-19 years","5 years","2034",4345,"Projected - ONS"
"Horsham","E07000227","District","Male","20-24 years","5 years","2034",3152,"Projected - ONS"
"Horsham","E07000227","District","Male","25-29 years","5 years","2034",3387,"Projected - ONS"
"Horsham","E07000227","District","Male","30-34 years","5 years","2034",3239,"Projected - ONS"
"Horsham","E07000227","District","Male","35-39 years","5 years","2034",3942,"Projected - ONS"
"Horsham","E07000227","District","Male","40-44 years","5 years","2034",4504,"Projected - ONS"
"Horsham","E07000227","District","Male","45-49 years","5 years","2034",4708,"Projected - ONS"
"Horsham","E07000227","District","Male","5-9 years","5 years","2034",4150,"Projected - ONS"
"Horsham","E07000227","District","Male","50-54 years","5 years","2034",4868,"Projected - ONS"
"Horsham","E07000227","District","Male","55-59 years","5 years","2034",4721,"Projected - ONS"
"Horsham","E07000227","District","Male","60-64 years","5 years","2034",5167,"Projected - ONS"
"Horsham","E07000227","District","Male","65-69 years","5 years","2034",5502,"Projected - ONS"
"Horsham","E07000227","District","Male","70-74 years","5 years","2034",5095,"Projected - ONS"
"Horsham","E07000227","District","Male","75-79 years","5 years","2034",4051,"Projected - ONS"
"Horsham","E07000227","District","Male","80-84 years","5 years","2034",3196,"Projected - ONS"
"Horsham","E07000227","District","Male","85-89 years","5 years","2034",2470,"Projected - ONS"
"Horsham","E07000227","District","Male","90+ years","5 years","2034",1318,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","0-4 years","5 years","2034",4255,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","10-14 years","5 years","2034",5093,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","15-19 years","5 years","2034",4620,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","20-24 years","5 years","2034",3000,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","25-29 years","5 years","2034",3608,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","30-34 years","5 years","2034",3933,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","35-39 years","5 years","2034",5026,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","40-44 years","5 years","2034",5867,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","45-49 years","5 years","2034",6095,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","5-9 years","5 years","2034",4855,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","50-54 years","5 years","2034",6002,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","55-59 years","5 years","2034",5394,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","60-64 years","5 years","2034",5542,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","65-69 years","5 years","2034",5430,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","70-74 years","5 years","2034",4967,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","75-79 years","5 years","2034",4097,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","80-84 years","5 years","2034",3503,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","85-89 years","5 years","2034",3092,"Projected - ONS"
"Mid Sussex","E07000228","District","Female","90+ years","5 years","2034",1867,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","0-4 years","5 years","2034",4406,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","10-14 years","5 years","2034",5344,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","15-19 years","5 years","2034",4967,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","20-24 years","5 years","2034",3186,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","25-29 years","5 years","2034",3508,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","30-34 years","5 years","2034",3584,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","35-39 years","5 years","2034",4640,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","40-44 years","5 years","2034",5458,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","45-49 years","5 years","2034",5702,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","5-9 years","5 years","2034",5012,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","50-54 years","5 years","2034",5731,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","55-59 years","5 years","2034",5192,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","60-64 years","5 years","2034",5293,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","65-69 years","5 years","2034",5193,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","70-74 years","5 years","2034",4520,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","75-79 years","5 years","2034",3539,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","80-84 years","5 years","2034",2830,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","85-89 years","5 years","2034",2352,"Projected - ONS"
"Mid Sussex","E07000228","District","Male","90+ years","5 years","2034",1375,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","0-4 years","5 years","2034",12286,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","10-14 years","5 years","2034",13914,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","15-19 years","5 years","2034",14055,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","20-24 years","5 years","2034",12684,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","25-29 years","5 years","2034",11903,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","30-34 years","5 years","2034",11719,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","35-39 years","5 years","2034",13941,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","40-44 years","5 years","2034",16123,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","45-49 years","5 years","2034",17078,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","5-9 years","5 years","2034",13332,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","50-54 years","5 years","2034",18068,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","55-59 years","5 years","2034",17826,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","60-64 years","5 years","2034",21151,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","65-69 years","5 years","2034",23815,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","70-74 years","5 years","2034",22848,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","75-79 years","5 years","2034",18794,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","80-84 years","5 years","2034",15111,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","85-89 years","5 years","2034",12761,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Female","90+ years","5 years","2034",7819,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","0-4 years","5 years","2034",12905,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","10-14 years","5 years","2034",14770,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","15-19 years","5 years","2034",14858,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","20-24 years","5 years","2034",13933,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","25-29 years","5 years","2034",12942,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","30-34 years","5 years","2034",11976,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","35-39 years","5 years","2034",13652,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","40-44 years","5 years","2034",15403,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","45-49 years","5 years","2034",15762,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","5-9 years","5 years","2034",14035,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","50-54 years","5 years","2034",16358,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","55-59 years","5 years","2034",16220,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","60-64 years","5 years","2034",19000,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","65-69 years","5 years","2034",21513,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","70-74 years","5 years","2034",20089,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","75-79 years","5 years","2034",16299,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","80-84 years","5 years","2034",12743,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","85-89 years","5 years","2034",10067,"Projected - ONS"
"NHS Coastal West Sussex CCG","E38000213","Clinical Commissioning Group (2018)","Male","90+ years","5 years","2034",5058,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","0-4 years","5 years","2034",3505,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","10-14 years","5 years","2034",3551,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","15-19 years","5 years","2034",3402,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","20-24 years","5 years","2034",3202,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","25-29 years","5 years","2034",3937,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","30-34 years","5 years","2034",3811,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","35-39 years","5 years","2034",3988,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","40-44 years","5 years","2034",4159,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","45-49 years","5 years","2034",4199,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","5-9 years","5 years","2034",3518,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","50-54 years","5 years","2034",4140,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","55-59 years","5 years","2034",3609,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","60-64 years","5 years","2034",3290,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","65-69 years","5 years","2034",3095,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","70-74 years","5 years","2034",2706,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","75-79 years","5 years","2034",2141,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","80-84 years","5 years","2034",1602,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","85-89 years","5 years","2034",1193,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Female","90+ years","5 years","2034",618,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","0-4 years","5 years","2034",3703,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","10-14 years","5 years","2034",3875,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","15-19 years","5 years","2034",3939,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","20-24 years","5 years","2034",3667,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","25-29 years","5 years","2034",3890,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","30-34 years","5 years","2034",3869,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","35-39 years","5 years","2034",4248,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","40-44 years","5 years","2034",4370,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","45-49 years","5 years","2034",4306,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","5-9 years","5 years","2034",3809,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","50-54 years","5 years","2034",4248,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","55-59 years","5 years","2034",3664,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","60-64 years","5 years","2034",3456,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","65-69 years","5 years","2034",3059,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","70-74 years","5 years","2034",2584,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","75-79 years","5 years","2034",1927,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","80-84 years","5 years","2034",1315,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","85-89 years","5 years","2034",875,"Projected - ONS"
"NHS Crawley CCG","E38000039","Clinical Commissioning Group (2018)","Male","90+ years","5 years","2034",427,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","0-4 years","5 years","2034",6533,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","10-14 years","5 years","2034",8069,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","15-19 years","5 years","2034",7440,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","20-24 years","5 years","2034",4828,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","25-29 years","5 years","2034",5873,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","30-34 years","5 years","2034",6197,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","35-39 years","5 years","2034",7818,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","40-44 years","5 years","2034",8940,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","45-49 years","5 years","2034",9307,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","5-9 years","5 years","2034",7495,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","50-54 years","5 years","2034",9222,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","55-59 years","5 years","2034",8538,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","60-64 years","5 years","2034",8613,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","65-69 years","5 years","2034",8710,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","70-74 years","5 years","2034",7814,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","75-79 years","5 years","2034",6473,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","80-84 years","5 years","2034",5622,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","85-89 years","5 years","2034",4799,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Female","90+ years","5 years","2034",2874,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","0-4 years","5 years","2034",6782,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","10-14 years","5 years","2034",8321,"Projected - ONS"
"NHS Horsham and Mid Sussex CCG","E38000083","Clinical Commissioning Group (2018)","Male","15-19 years","5 years","2034",7902,"Projected - ONS"
